District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Hyderabad,Nampally,04-Jul-23,0,25.5,34.4,47.7,84.2,0.3,15
Hyderabad,Nampally,05-Jul-23,26.4,23,34.6,50.8,96.1,0,12.9
Hyderabad,Nampally,06-Jul-23,0,24.4,32.2,57.2,86.7,1.6,14.5
Hyderabad,Nampally,07-Jul-23,0.2,23.8,30.3,64.5,84.2,2.7,20.2
Hyderabad,Nampally,08-Jul-23,0,23.9,32.7,55.6,83,3.1,15
Hyderabad,Nampally,09-Jul-23,0,24.4,33.9,52.5,83.4,3.6,14.7
Hyderabad,Nampally,10-Jul-23,9.5,23.8,34.9,48.9,95,0.4,13.1
Hyderabad,Nampally,11-Jul-23,0.7,25,34.3,47.1,81.8,0,13.3
Hyderabad,Nampally,12-Jul-23,13.1,21.9,30.2,60.9,97.7,0,15.2
Hyderabad,Nampally,13-Jul-23,0.4,24.3,29.3,67.5,89.9,0,10.9
Hyderabad,Nampally,14-Jul-23,0,24.7,33.7,49.1,84.2,0.4,10.3
Hyderabad,Nampally,15-Jul-23,0,25.3,34.6,43.5,82,1.1,14.3
Hyderabad,Nampally,16-Jul-23,0.3,24.1,32.3,54.1,87.5,1.7,14.4
Hyderabad,Nampally,17-Jul-23,0,24,32.4,55.7,86.1,3.3,15.1
Hyderabad,Nampally,18-Jul-23,11.5,22.4,31,62.9,96.5,4.8,17
Hyderabad,Nampally,19-Jul-23,27.4,22.2,24.9,80.8,98.6,5,15.5
Hyderabad,Nampally,20-Jul-23,28.6,22.1,24.3,83.7,99,2,14.6
Hyderabad,Nampally,21-Jul-23,81.6,22.2,23.9,86.7,99.8,4,14.6
Hyderabad,Nampally,22-Jul-23,4.2,23.1,26.9,80,97.3,1.1,14.1
Hyderabad,Nampally,23-Jul-23,0.3,23.7,28.5,74.2,92.1,3.4,15.3
Hyderabad,Nampally,24-Jul-23,0.6,23.7,28.2,75.6,94,2.3,12.9
Hyderabad,Nampally,25-Jul-23,57.9,22.7,29.6,71.4,99.5,0.4,14.4
Hyderabad,Nampally,26-Jul-23,12.7,22.6,25.9,83.9,97.7,4.3,14.3
Hyderabad,Nampally,27-Jul-23,42.1,21.8,25.3,85.2,96.5,2.6,14.9
Hyderabad,Nampally,28-Jul-23,14.4,21.7,24.2,85.6,99,6.2,30.7
Hyderabad,Nampally,29-Jul-23,0,23.1,28.9,75.3,91.9,5.1,15.5
Hyderabad,Nampally,30-Jul-23,0,23.6,31.1,64.5,90.3,2.8,15.2
Hyderabad,Nampally,31-Jul-23,4.3,23.6,32,60.8,94,2.3,14.3
Hyderabad,Saidabad,01-Jul-23,0,25,35.3,39.7,86.9,3.8,21.4
Hyderabad,Saidabad,02-Jul-23,5.8,24.6,35.3,42.1,100,3.3,19.9
Hyderabad,Saidabad,03-Jul-23,16.9,23.8,35.5,43.5,100,1.5,19
Hyderabad,Saidabad,04-Jul-23,0,25.6,35,46.2,98.1,2.4,23.3
Hyderabad,Saidabad,05-Jul-23,11.2,23.4,34.4,46.2,100,0,14
Hyderabad,Saidabad,06-Jul-23,0,24.6,32.6,56.8,100,0,20.3
Hyderabad,Saidabad,07-Jul-23,0,24,32.3,60.6,98.1,4.5,23
Hyderabad,Saidabad,08-Jul-23,0,24.2,32.9,55.4,95,7.7,19.8
Hyderabad,Saidabad,09-Jul-23,0,24.6,32.6,55.4,96,6.5,18.3
Hyderabad,Saidabad,10-Jul-23,11.3,24.2,34.1,52.7,100,3.1,14.8
Hyderabad,Saidabad,11-Jul-23,0.1,25.3,34,51,94.3,3.3,18.9
Hyderabad,Saidabad,12-Jul-23,6.9,22,30.4,60.1,100,0.8,18.7
Hyderabad,Saidabad,13-Jul-23,0.5,24.2,29.6,66.3,100,0,14.7
Hyderabad,Saidabad,14-Jul-23,0,24.8,33.6,53.3,97.6,0,18.1
Hyderabad,Saidabad,15-Jul-23,0,25,34.8,50.4,95,3.8,18.7
Hyderabad,Saidabad,16-Jul-23,0,24.2,31.6,58,100,4.5,19.1
Hyderabad,Saidabad,17-Jul-23,0,24,31.5,57,99.7,3.1,21.5
Hyderabad,Saidabad,18-Jul-23,11.3,22.6,30.8,61.1,100,6.6,21.5
Hyderabad,Saidabad,19-Jul-23,22.4,22.1,25.1,81.9,94.3,6.6,23.7
Hyderabad,Saidabad,20-Jul-23,19.4,22.2,24.4,84.8,94.4,3.9,13.7
Hyderabad,Saidabad,21-Jul-23,61.4,22.4,25.2,87.4,95.8,4.6,15
Hyderabad,Saidabad,22-Jul-23,2.8,23.2,26.9,79.7,92.6,2.6,16
Hyderabad,Saidabad,23-Jul-23,0,23.8,28.6,72.5,87.6,2.1,13.9
Hyderabad,Saidabad,24-Jul-23,0,23.9,30.6,72.5,89.6,2.9,13.3
Hyderabad,Saidabad,25-Jul-23,54.3,22.6,30.8,69.7,95.3,2,14.3
Hyderabad,Saidabad,26-Jul-23,12.1,22.8,26.5,85.3,95.2,3.2,12.1
Hyderabad,Saidabad,27-Jul-23,38,21.8,27.8,84.8,96.6,5.3,14.5
Hyderabad,Saidabad,28-Jul-23,11.3,21.8,24.4,86.5,100,5.2,15.5
Hyderabad,Saidabad,29-Jul-23,0,23.2,29,73.4,91.1,1.5,15.2
Hyderabad,Saidabad,30-Jul-23,0,23.6,30.8,66,90.3,2.2,13.3
Hyderabad,Saidabad,31-Jul-23,2.9,23.7,31.5,61.8,100,2.4,17.7
Hyderabad,Secunderabad,01-Jul-23,0,24.7,35.7,40.6,79.4,5.3,13.3
Hyderabad,Secunderabad,02-Jul-23,0.6,25.1,35.7,40.4,86.8,1,16.1
Hyderabad,Secunderabad,03-Jul-23,6.8,24,36.7,42.1,94,0.9,14.4
Hyderabad,Secunderabad,04-Jul-23,0,25.6,35.8,43.3,86,0.2,15.3
Hyderabad,Secunderabad,05-Jul-23,22,22.8,35.8,45.5,98.1,0.3,15.3
Hyderabad,Secunderabad,06-Jul-23,0,24.4,34.4,49.8,89.2,2.1,14.5
Hyderabad,Secunderabad,07-Jul-23,0,23.9,32.9,56.9,82.3,5.2,16.7
Hyderabad,Secunderabad,08-Jul-23,0.3,24.1,32.9,53.7,88.5,5.9,19.4
Hyderabad,Secunderabad,09-Jul-23,0.1,24.4,33.7,51.5,86.3,3.2,14
Hyderabad,Secunderabad,10-Jul-23,12.9,23.5,35.5,44.4,97,2.7,15.2
Hyderabad,Secunderabad,11-Jul-23,0,24.6,34.3,44.7,92.7,0.2,19.6
Hyderabad,Secunderabad,12-Jul-23,13.5,21.9,30.7,59.2,99.9,0,21
Hyderabad,Secunderabad,13-Jul-23,2,23.9,30.1,63.8,92.7,0.9,12.9
Hyderabad,Secunderabad,14-Jul-23,0,24.7,33.9,47.4,88.7,1.9,13.7
Hyderabad,Secunderabad,15-Jul-23,0.3,25.2,36.4,41.6,82.5,0.9,17
Hyderabad,Secunderabad,16-Jul-23,1.6,23.4,32.7,53.7,95.9,3.5,20.3
Hyderabad,Secunderabad,17-Jul-23,0,23.9,31.7,55.7,90.2,2.2,19.3
Hyderabad,Secunderabad,18-Jul-23,13,22.3,31.2,57.7,98.1,3.1,16.4
Hyderabad,Secunderabad,19-Jul-23,20.8,21.9,25,86,99.3,3.8,16.7
Hyderabad,Secunderabad,20-Jul-23,39.5,21.9,24.4,88.4,100,4.2,15.3
Hyderabad,Secunderabad,21-Jul-23,68.2,22,24.1,91.2,100,1.7,13.3
Hyderabad,Secunderabad,22-Jul-23,11.5,22.7,28,77.6,98.6,4.3,14.2
Hyderabad,Secunderabad,23-Jul-23,1.6,23.6,28.2,74.6,94.2,2.1,11.5
Hyderabad,Secunderabad,24-Jul-23,1.7,23.4,29.3,72.8,96.4,3.4,12.7
Hyderabad,Secunderabad,25-Jul-23,46.7,22.5,30.4,65.7,100,1.4,14.4
Hyderabad,Secunderabad,26-Jul-23,21,22.5,26.7,82.3,99.7,3.7,22.3
Hyderabad,Secunderabad,27-Jul-23,40.6,21.8,25.6,85.5,100,4.4,20
Hyderabad,Secunderabad,28-Jul-23,16.6,21.8,24.4,84.6,100,6.3,18.6
Hyderabad,Secunderabad,29-Jul-23,0.3,22.8,29.7,69.1,94.8,5.4,16.6
Hyderabad,Secunderabad,30-Jul-23,0,23.7,31,58.7,90.7,2,24.5
Hyderabad,Secunderabad,31-Jul-23,4.7,23.4,32.2,56.2,97,3.7,20.5
Hyderabad,Shaikpet,01-Jul-23,0,24.1,34,41.8,77.9,3.3,14.7
Hyderabad,Shaikpet,02-Jul-23,0.9,24,35.7,39.7,92.4,0,10.4
Hyderabad,Shaikpet,03-Jul-23,18.1,22.7,35.1,43.4,98.9,0.9,10.2
Hyderabad,Shaikpet,04-Jul-23,0,24.7,35.2,44.3,87.5,0,12.3
Hyderabad,Shaikpet,05-Jul-23,20.3,22.3,35.1,44.8,99,0.2,11
Hyderabad,Shaikpet,06-Jul-23,0,23.8,32.9,56.1,92.6,0.6,10.2
Hyderabad,Shaikpet,07-Jul-23,0,23.2,31.5,56.8,82.1,3.6,11.8
Hyderabad,Shaikpet,08-Jul-23,0.9,22.8,32.8,51.5,88.7,3.2,13.4
Hyderabad,Shaikpet,09-Jul-23,0.5,23.4,33.2,50.4,91.4,2.8,13.6
Hyderabad,Shaikpet,10-Jul-23,11.4,22.8,34.2,45.4,97.9,0.8,11.6
Hyderabad,Shaikpet,11-Jul-23,0.4,23.8,34.4,41.9,91.9,0.3,65.9
Hyderabad,Shaikpet,12-Jul-23,20.7,21.5,29.9,59.8,100,0.1,9.7
Hyderabad,Shaikpet,13-Jul-23,2.4,22.7,29.5,63,98.9,0,7.5
Hyderabad,Shaikpet,14-Jul-23,0.6,23.8,33,47.9,88.8,1.7,11.8
Hyderabad,Shaikpet,15-Jul-23,0.1,24.2,35.1,42.3,85.3,0.1,11.8
Hyderabad,Shaikpet,16-Jul-23,1.9,22.5,32.1,53.4,96.5,1.5,11.5
Hyderabad,Shaikpet,17-Jul-23,0.2,22.8,31.4,52.5,95.1,2.8,12.1
Hyderabad,Shaikpet,18-Jul-23,9.7,21.6,30,60.2,99,2.4,10.7
Hyderabad,Shaikpet,19-Jul-23,33.4,21.5,24.4,87.7,100,2.8,13
Hyderabad,Shaikpet,20-Jul-23,46.8,21.2,23.9,89.8,100,2.6,11.3
Hyderabad,Shaikpet,21-Jul-23,71.9,21.5,23.7,92.9,100,5.3,14.7
Hyderabad,Shaikpet,22-Jul-23,11.7,22.2,26.8,81.5,100,2.3,12.2
Hyderabad,Shaikpet,23-Jul-23,1.2,23,27.5,75.6,98.7,1.8,12.4
Hyderabad,Shaikpet,24-Jul-23,1.4,22.7,28,74.8,98.2,2.1,11.2
Hyderabad,Shaikpet,25-Jul-23,50.1,21.9,29.6,70,100,0.5,10.8
Hyderabad,Shaikpet,26-Jul-23,22.6,22,25.8,84.7,100,2,12
Hyderabad,Shaikpet,27-Jul-23,45,21.5,25.3,86,100,2,12.5
Hyderabad,Shaikpet,28-Jul-23,18.9,21.3,24,88.1,100,2.8,12.5
Hyderabad,Shaikpet,29-Jul-23,0.1,22,27.3,76.3,100,1.4,11.4
Hyderabad,Shaikpet,30-Jul-23,0.1,23,30.6,60.2,95.4,0.8,15.2
Hyderabad,Shaikpet,31-Jul-23,3.2,22.8,31.7,57.5,97.3,2.1,10.2
Hyderabad,Tirumalgiri,01-Jul-23,0,24.7,33,58.1,76.1,3.7,15.6
Hyderabad,Tirumalgiri,02-Jul-23,4.2,24.5,34,56.1,92.9,0,16.1
Hyderabad,Tirumalgiri,03-Jul-23,1.2,23.5,34.1,59.1,91.6,0,15.8
Hyderabad,Tirumalgiri,04-Jul-23,0,25.5,34.1,62.6,81.4,0,15.6
Hyderabad,Tirumalgiri,05-Jul-23,21.6,22.6,33.7,62.2,93.6,0,13.3
Hyderabad,Tirumalgiri,06-Jul-23,1.3,24.2,32.9,64.6,87.8,0,12.7
Hyderabad,Tirumalgiri,07-Jul-23,0,23.9,31.7,66.7,80.7,0.8,14.2
Hyderabad,Tirumalgiri,08-Jul-23,7.9,22.8,33,64.6,92.1,0.8,15.5
Hyderabad,Tirumalgiri,09-Jul-23,0,24.2,33.1,65.2,81.7,0,13.3
Hyderabad,Tirumalgiri,10-Jul-23,4.2,23.3,32.6,65.2,93.9,0,15.3
Hyderabad,Tirumalgiri,11-Jul-23,0.8,23.9,33,60.6,93,0,14.7
Hyderabad,Tirumalgiri,12-Jul-23,21,21.5,27.9,70.2,95,0,14
Hyderabad,Tirumalgiri,13-Jul-23,1.6,23.3,27,76.7,93.4,0,8.4
Hyderabad,Tirumalgiri,14-Jul-23,0,24.5,32.5,64.6,84.5,0,10.8
Hyderabad,Tirumalgiri,15-Jul-23,0,24.9,32.8,62.6,80.5,0,15.1
Hyderabad,Tirumalgiri,16-Jul-23,2.8,23,29.8,68,93,1.6,14.5
Hyderabad,Tirumalgiri,17-Jul-23,0,23.3,29,67.5,88.3,1.8,16
Hyderabad,Tirumalgiri,18-Jul-23,10.2,22,28.4,70.2,94.1,3.7,17.4
Hyderabad,Tirumalgiri,19-Jul-23,23.2,21.7,23.5,89.7,94.6,1.7,15.7
Hyderabad,Tirumalgiri,20-Jul-23,22.1,21.7,22.9,92.1,95.2,4.3,15
Hyderabad,Tirumalgiri,21-Jul-23,79,21.7,23.1,89.2,95.7,2.2,13
Hyderabad,Tirumalgiri,22-Jul-23,15.9,22.4,25.8,84,96,4.5,11.5
Hyderabad,Tirumalgiri,23-Jul-23,3.9,23.5,26.7,82.4,94.5,1.8,13.5
Hyderabad,Tirumalgiri,24-Jul-23,2.3,23.5,26.6,81.4,94.5,2,13.9
Hyderabad,Tirumalgiri,25-Jul-23,47,22.2,28.4,77.2,95.7,0,14.9
Hyderabad,Tirumalgiri,26-Jul-23,20.5,22.2,25.7,83.1,95.2,2.3,14.9
Hyderabad,Tirumalgiri,27-Jul-23,48.7,21.7,24.6,88.3,95.5,2.7,14.7
Hyderabad,Tirumalgiri,28-Jul-23,9.4,21.6,23.9,86.8,95.7,4.8,15
Hyderabad,Tirumalgiri,29-Jul-23,0,22.7,27.6,78.2,91.2,5.1,15.8
Hyderabad,Tirumalgiri,30-Jul-23,0.4,23.6,28.7,74.4,86.4,0.2,15.7
Hyderabad,Tirumalgiri,31-Jul-23,4.5,23,29.7,72.3,93.1,1.6,14.4
Hyderabad,Amberpet,01-Aug-23,23.4,23.9,32.1,57.6,100,5.7,68.1
Hyderabad,Amberpet,02-Aug-23,0,24.5,30.9,62.1,87.7,3.8,25.3
Hyderabad,Amberpet,03-Aug-23,0,24.7,29.7,63.9,86.1,7.3,20.6
Hyderabad,Amberpet,04-Aug-23,0,24.2,29.5,63.9,87.3,6.7,16.2
Hyderabad,Amberpet,05-Aug-23,0,24.6,32.9,50.1,86.9,3.1,17.7
Hyderabad,Amberpet,06-Aug-23,0,24.9,32.9,50.1,86,3,14.4
Hyderabad,Amberpet,07-Aug-23,0,24.5,32.3,48,85.2,3.2,17.7
Hyderabad,Amberpet,08-Aug-23,0,24.9,32.4,48,84.8,2.4,15.3
Hyderabad,Amberpet,09-Aug-23,0,25.6,32,59.2,82.5,0.7,13.3
Hyderabad,Amberpet,10-Aug-23,1.5,26.5,32.5,51.1,82.4,0.8,12.6
Hyderabad,Amberpet,11-Aug-23,0,26.8,32.7,44.3,80,0,13.3
Hyderabad,Amberpet,12-Aug-23,0,27.1,34.4,43.8,80.8,0,13.3
Hyderabad,Amberpet,13-Aug-23,3.3,24.4,31.9,55.7,93.7,0,14
Hyderabad,Amberpet,14-Aug-23,0.2,24.9,33.5,43.8,82.1,0.1,14.5
Hyderabad,Amberpet,15-Aug-23,0,25.3,32.7,45.8,89.4,0,13.5
Hyderabad,Amberpet,16-Aug-23,0,26.4,32.7,46.8,79.5,0,14.3
Hyderabad,Amberpet,17-Aug-23,0,26.2,32.8,48.5,81.7,0,14.9
Hyderabad,Amberpet,18-Aug-23,0,26.2,31.9,53.9,80,1.6,16
Hyderabad,Amberpet,19-Aug-23,4.7,23.4,29.7,60.3,96,4.9,14.5
Hyderabad,Amberpet,20-Aug-23,0,22.5,26.1,74.9,91.6,1.7,16
Hyderabad,Amberpet,21-Aug-23,0.2,24.9,30.4,57.5,90.7,0,15.1
Hyderabad,Amberpet,22-Aug-23,0,26.1,32.5,49,85.1,0,13.2
Hyderabad,Amberpet,23-Aug-23,3.8,25.3,32.4,53.5,90.4,0,11.8
Hyderabad,Amberpet,24-Aug-23,0,26.2,34,40.1,82,0,14.2
Hyderabad,Amberpet,25-Aug-23,0,26.3,32.7,45.3,80,0,12.9
Hyderabad,Amberpet,26-Aug-23,0,25.3,34.5,42.7,87.2,1.5,14.4
Hyderabad,Amberpet,27-Aug-23,0.4,26,32.7,48.9,82.1,0,14.1
Hyderabad,Amberpet,28-Aug-23,2.5,24.8,33.9,43.8,91.1,0.1,16.2
Hyderabad,Amberpet,29-Aug-23,0,25.2,32.6,50.1,82.5,0.1,14.8
Hyderabad,Amberpet,30-Aug-23,0,25.3,32.9,48,88.1,0,13.8
Hyderabad,Amberpet,31-Aug-23,0,25.7,34.4,39.1,84.7,0,10.1
Hyderabad,Ameerpet,01-Aug-23,21.4,22.7,30.9,64.3,94.6,0,11.2
Hyderabad,Ameerpet,02-Aug-23,0,23.6,30.1,72.7,82.3,0,15.2
Hyderabad,Ameerpet,03-Aug-23,0,23.8,28.8,70.2,79.2,0.7,10.9
Hyderabad,Ameerpet,04-Aug-23,0,23.5,29.3,68.8,80.9,0,14.1
Hyderabad,Ameerpet,05-Aug-23,0,23.6,32.3,57.3,83.3,0.3,11.4
Hyderabad,Ameerpet,06-Aug-23,0,23.9,32.5,55.9,82.7,0.1,11.8
Hyderabad,Ameerpet,07-Aug-23,0,23.8,32.2,55.2,79.9,0,10.7
Hyderabad,Ameerpet,08-Aug-23,0,23.8,31.3,56.2,79.9,0,13.1
Hyderabad,Ameerpet,09-Aug-23,0,24.4,31.7,54.2,78,0,10.8
Hyderabad,Ameerpet,10-Aug-23,1.4,24.6,31.5,57.8,80.7,0,8.6
Hyderabad,Ameerpet,11-Aug-23,0,25.5,32.6,53,76,0,8.1
Hyderabad,Ameerpet,12-Aug-23,0,25.9,33.1,52.6,76.8,0,5.9
Hyderabad,Ameerpet,13-Aug-23,0,24.4,31.1,61.6,83.2,0,10.5
Hyderabad,Ameerpet,14-Aug-23,0,23.7,32.3,52.7,77.7,0.1,7.6
Hyderabad,Ameerpet,15-Aug-23,0.9,23.9,31.9,54.3,85.8,0,7.7
Hyderabad,Ameerpet,16-Aug-23,0,25.4,31.5,55.9,73.7,0,7.6
Hyderabad,Ameerpet,17-Aug-23,0,25.1,31.8,55.9,76.8,0,6.5
Hyderabad,Ameerpet,18-Aug-23,0,25,30.6,60.7,75.1,0,6.7
Hyderabad,Ameerpet,19-Aug-23,3.9,22.3,28.6,66,90.2,0.3,9
Hyderabad,Ameerpet,20-Aug-23,0,23,25.2,79,86.4,0,11.1
Hyderabad,Ameerpet,21-Aug-23,5.6,23.2,29.7,63.1,88.5,0,8.6
Hyderabad,Ameerpet,22-Aug-23,0,25,31.7,55.2,79.9,0,8.7
Hyderabad,Ameerpet,23-Aug-23,0,24.3,31.3,62.1,84.4,0,5.3
Hyderabad,Ameerpet,24-Aug-23,0,24.8,32.7,53,78.9,0,6.8
Hyderabad,Ameerpet,25-Aug-23,0,25.4,32.2,53,74.2,0,12.1
Hyderabad,Ameerpet,26-Aug-23,0,24.3,32.5,51.6,82.1,0,14.4
Hyderabad,Ameerpet,27-Aug-23,0.7,25,32,56.2,76.7,0,9.6
Hyderabad,Ameerpet,28-Aug-23,4.4,23.9,32.8,52.7,88.8,0,10.7
Hyderabad,Ameerpet,29-Aug-23,3.3,23.8,31.7,55.2,78.4,0,11.6
Hyderabad,Ameerpet,30-Aug-23,0,24.2,32.5,53.4,84.6,0,9
Hyderabad,Ameerpet,31-Aug-23,0,24.3,32.6,50.8,78,0,7.2
Hyderabad,Asifnagar,01-Aug-23,21.5,22.9,32.5,55.4,100,0,16.2
Hyderabad,Asifnagar,02-Aug-23,0,23.7,30.8,60.6,100,3.7,14.9
Hyderabad,Asifnagar,03-Aug-23,0,23.8,30.5,61.4,100,2.8,14.9
Hyderabad,Asifnagar,04-Aug-23,0.5,23.2,30.2,62.3,86.7,1.8,13
Hyderabad,Asifnagar,05-Aug-23,0.1,23.5,32.9,49.3,86.3,0.7,12.7
Hyderabad,Asifnagar,06-Aug-23,0,23.9,33.5,48.4,84.1,2,13.9
Hyderabad,Asifnagar,07-Aug-23,0.1,23.5,33.3,48.1,83.7,3.1,13.1
Hyderabad,Asifnagar,08-Aug-23,0,23.5,33.4,45.4,83.2,1.2,14.7
Hyderabad,Asifnagar,09-Aug-23,0,24.2,33.4,45.4,79.7,0.3,11.1
Hyderabad,Asifnagar,10-Aug-23,0,24.8,33.8,46.5,77.2,0,12.1
Hyderabad,Asifnagar,11-Aug-23,0,25.5,34.6,41.1,77.8,0,13.3
Hyderabad,Asifnagar,12-Aug-23,0,25.4,35,40.5,79.9,0,14.5
Hyderabad,Asifnagar,13-Aug-23,12,23.2,32.8,53.8,96.7,0,11.8
Hyderabad,Asifnagar,14-Aug-23,0,23.5,34.3,41.4,81.4,1.1,15
Hyderabad,Asifnagar,15-Aug-23,2,23.6,34,43.8,100,0,16
Hyderabad,Asifnagar,16-Aug-23,0,25.2,33.8,44.3,76.5,0,11.3
Hyderabad,Asifnagar,17-Aug-23,0,25,33.5,46.5,78.3,0.8,16
Hyderabad,Asifnagar,18-Aug-23,0,25.2,32.8,49.8,75.4,0.3,15.2
Hyderabad,Asifnagar,19-Aug-23,5.3,22.3,30.5,57.6,94.8,2.1,17.9
Hyderabad,Asifnagar,20-Aug-23,0.1,22.3,27.1,69.5,92.4,1.6,12.2
Hyderabad,Asifnagar,21-Aug-23,0.3,23.3,32.1,53.8,84.5,0,11.1
Hyderabad,Asifnagar,22-Aug-23,0,24.7,34.3,43.8,86.3,0,11.2
Hyderabad,Asifnagar,23-Aug-23,1.5,24.5,33.5,48.1,86.2,0,8.8
Hyderabad,Asifnagar,24-Aug-23,0,25,34.4,39.8,76.2,1,12.3
Hyderabad,Asifnagar,25-Aug-23,0,25.3,33.7,42.7,75.6,0,14.1
Hyderabad,Asifnagar,26-Aug-23,0.5,24.2,34.5,42.7,87.2,1.8,11.8
Hyderabad,Asifnagar,27-Aug-23,0.3,25,33.5,46.8,77.8,1,15.3
Hyderabad,Asifnagar,28-Aug-23,2.1,23.8,35,41.1,90.2,0.1,16.2
Hyderabad,Asifnagar,29-Aug-23,0.9,23.7,34.1,43.2,81.9,0.5,13.1
Hyderabad,Asifnagar,30-Aug-23,0,23.6,33.1,45.6,90.7,0,15.4
Hyderabad,Asifnagar,31-Aug-23,0,23.6,34.7,37.9,87.2,0,14
Hyderabad,Bahadurpura,01-Aug-23,9.6,23,33,56.2,100,0,14.7
Hyderabad,Bahadurpura,02-Aug-23,0,23.7,31,63,93.1,3,14.7
Hyderabad,Bahadurpura,03-Aug-23,0,23.8,30.1,62.2,91.8,4,20.2
Hyderabad,Bahadurpura,04-Aug-23,0.2,23.2,29.9,64.2,93.6,2.8,13.3
Hyderabad,Bahadurpura,05-Aug-23,0.3,23.4,33,52,100,5.2,14.1
Hyderabad,Bahadurpura,06-Aug-23,0,23.8,33,50.4,94.8,2.3,12.6
Hyderabad,Bahadurpura,07-Aug-23,0,23.3,33,49.4,92.4,3.5,14.3
Hyderabad,Bahadurpura,08-Aug-23,0,23.4,32.7,48.3,92.4,1.9,14.4
Hyderabad,Bahadurpura,09-Aug-23,0,24,32.8,47.9,89.2,2.2,13.4
Hyderabad,Bahadurpura,10-Aug-23,0,23.8,33,50.1,90.1,0,15.2
Hyderabad,Bahadurpura,11-Aug-23,0,24,34.3,42.1,86.9,0,17.3
Hyderabad,Bahadurpura,12-Aug-23,0,24.7,34.4,43.3,88.7,0,11.6
Hyderabad,Bahadurpura,13-Aug-23,6.6,23.1,32.5,55.8,100,0,13.3
Hyderabad,Bahadurpura,14-Aug-23,0,23.4,33.7,43.8,88.4,0.6,10.5
Hyderabad,Bahadurpura,15-Aug-23,0.8,23.5,33.4,46.1,95.7,0,11.3
Hyderabad,Bahadurpura,16-Aug-23,0,24.7,32.9,47.3,90.1,0.1,12.8
Hyderabad,Bahadurpura,17-Aug-23,0,24.6,32.7,50.1,87.8,0,13.4
Hyderabad,Bahadurpura,18-Aug-23,0,24.9,32.7,51.5,85.1,2.2,16
Hyderabad,Bahadurpura,19-Aug-23,6.5,22.2,29.7,59.8,100,2.4,15.1
Hyderabad,Bahadurpura,20-Aug-23,0.1,22.6,27.5,70.7,92.4,0.9,11.3
Hyderabad,Bahadurpura,21-Aug-23,0.1,22.7,31,57.7,100,1.1,12.8
Hyderabad,Bahadurpura,22-Aug-23,0,24,33,46.7,99.2,0.3,12.1
Hyderabad,Bahadurpura,23-Aug-23,0.5,24.1,33.1,49.7,92.4,0,8.8
Hyderabad,Bahadurpura,24-Aug-23,0,24.5,33.5,44.1,87.4,0.2,8.9
Hyderabad,Bahadurpura,25-Aug-23,0,25.3,33,44.1,85.1,0,10.3
Hyderabad,Bahadurpura,26-Aug-23,0,24.1,33.8,44.9,91.5,0.6,11.4
Hyderabad,Bahadurpura,27-Aug-23,0,24.7,33,47.8,88.3,0,10.7
Hyderabad,Bahadurpura,28-Aug-23,1.3,23.5,33.5,45,93.8,0.3,9.4
Hyderabad,Bahadurpura,29-Aug-23,1.9,23.4,32.8,46.7,88.4,0.9,7
Hyderabad,Bahadurpura,30-Aug-23,0,22.6,32.9,49.5,96.7,0,9
Hyderabad,Bahadurpura,31-Aug-23,0,22.4,34.7,38.9,92.4,0,8.7
Hyderabad,Bandlaguda,01-Aug-23,5.4,23.3,32.8,58.4,96.7,0.9,20.6
Hyderabad,Bandlaguda,02-Aug-23,0,23.9,31.1,63.5,87.3,4,19.4
Hyderabad,Bandlaguda,03-Aug-23,0,24,30.5,64,84.5,11.7,20.2
Hyderabad,Bandlaguda,04-Aug-23,0,23.6,30.2,65.4,86.8,7.1,17.1
Hyderabad,Bandlaguda,05-Aug-23,0,23.7,33.4,53.2,87.7,6.3,19.7
Hyderabad,Bandlaguda,06-Aug-23,0,24.1,33.2,52.2,85,6,16.2
Hyderabad,Bandlaguda,07-Aug-23,0,23.6,32.8,52.8,85.4,3.6,21.2
Hyderabad,Bandlaguda,08-Aug-23,0,23.6,33,51.7,85,5.1,16
Hyderabad,Bandlaguda,09-Aug-23,0,24.3,33,51.3,82.2,1.8,15.9
Hyderabad,Bandlaguda,10-Aug-23,0,24.5,33,52.3,80.6,0,14.6
Hyderabad,Bandlaguda,11-Aug-23,0,25.4,34,48.6,80.1,0,15.3
Hyderabad,Bandlaguda,12-Aug-23,0,25.7,34.9,47,81.1,0.5,13.6
Hyderabad,Bandlaguda,13-Aug-23,2.9,23.5,32.8,59.4,91.8,0,12.4
Hyderabad,Bandlaguda,14-Aug-23,0,23.6,33.7,48.1,83.1,2.3,15.2
Hyderabad,Bandlaguda,15-Aug-23,0.9,23.4,32.8,51.7,89.6,0,12.4
Hyderabad,Bandlaguda,16-Aug-23,0,25.1,34,49.1,80.1,1.8,14
Hyderabad,Bandlaguda,17-Aug-23,0,24.9,32.9,53.7,81.1,1,15.1
Hyderabad,Bandlaguda,18-Aug-23,0,24.9,32.4,53.7,79.7,4.2,19.2
Hyderabad,Bandlaguda,19-Aug-23,5,22.3,30,62.6,95.7,4,16.4
Hyderabad,Bandlaguda,20-Aug-23,0.4,22.8,27.7,73.6,93.7,6.2,16
Hyderabad,Bandlaguda,21-Aug-23,0,23.3,31.6,60.8,89.6,2.7,14.6
