District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Hyderabad,Amberpet,01-Feb-23,0,21.5,29.7,42.2,78.6,0,2
Hyderabad,Amberpet,02-Feb-23,0,19.9,30.4,37,73.6,0,1.9
Hyderabad,Amberpet,03-Feb-23,0,18.5,30.1,27.8,55.1,0,2
Hyderabad,Amberpet,04-Feb-23,0,19.1,31.4,15.6,60.3,0,2.1
Hyderabad,Amberpet,05-Feb-23,0,20.1,31.9,24.2,58.1,0,2.1
Hyderabad,Amberpet,06-Feb-23,0,19.8,32.7,22,68.7,0,1.9
Hyderabad,Amberpet,07-Feb-23,0,21.2,31.8,29.1,79.9,0,2
Hyderabad,Amberpet,08-Feb-23,0,21.7,32.6,31.5,84.5,0,2
Hyderabad,Amberpet,09-Feb-23,0,22.1,33,29.7,73.7,0,1.7
Hyderabad,Amberpet,10-Feb-23,0,20.3,32.8,23.3,75.3,0,1.8
Hyderabad,Amberpet,11-Feb-23,0,21,32.9,14.9,61.2,0,1.7
Hyderabad,Amberpet,12-Feb-23,0,22,34.2,14.1,63,0,2.2
Hyderabad,Amberpet,13-Feb-23,0,21.2,34,17.3,51.1,0,2.1
Hyderabad,Amberpet,14-Feb-23,0,18.5,32.7,13.1,47,0,2.7
Hyderabad,Amberpet,15-Feb-23,0,19.6,32.9,10.3,63.3,0,2.3
Hyderabad,Amberpet,16-Feb-23,0,20.6,33.3,12,66.3,0,2.5
Hyderabad,Amberpet,17-Feb-23,0,22,33,12.5,52.4,0,2.3
Hyderabad,Amberpet,18-Feb-23,0,21,32.8,18.8,66.3,0,2
Hyderabad,Amberpet,19-Feb-23,0,20.7,32.9,23,87,0,1.8
Hyderabad,Amberpet,20-Feb-23,0,21.3,31.9,30.7,78.6,0,2.3
Hyderabad,Amberpet,21-Feb-23,0,22.2,32.7,26.8,67.9,0,2
Hyderabad,Amberpet,22-Feb-23,0,22.6,34.3,16,64.7,0,1.9
Hyderabad,Amberpet,23-Feb-23,0,22.8,34.7,17.7,55.9,0,2
Hyderabad,Amberpet,24-Feb-23,0,21.6,33.5,22.1,66,0,2.3
Hyderabad,Amberpet,25-Feb-23,0,22.1,33.7,16.8,60.7,0,1.8
Hyderabad,Amberpet,26-Feb-23,0,23,33.7,15,54.6,0,2.3
Hyderabad,Amberpet,27-Feb-23,0,21.5,32.8,16.9,51.1,0,2.8
Hyderabad,Amberpet,28-Feb-23,0,21.3,33.3,14.1,59.4,0,2.5
Hyderabad,Ameerpet,01-Feb-23,0,21.6,30.4,55.8,84.6,0,44.8
Hyderabad,Ameerpet,02-Feb-23,0,20.3,29.8,41.2,77.6,0,2.8
Hyderabad,Ameerpet,03-Feb-23,0,19.3,32.4,34.5,63.1,0,0.2
Hyderabad,Ameerpet,04-Feb-23,0,19.1,31.2,20.7,50.3,0,1.8
Hyderabad,Ameerpet,05-Feb-23,0,20,32.9,23,53.5,0,33.5
Hyderabad,Ameerpet,06-Feb-23,0,19.9,31.8,23.8,69.7,0,10.4
Hyderabad,Ameerpet,07-Feb-23,0,21,32.5,30.7,91,0.1,15.1
Hyderabad,Ameerpet,08-Feb-23,0,21.5,34,36.5,90.8,0,21
Hyderabad,Ameerpet,09-Feb-23,0,21.3,34.2,39.4,77.8,0,11.6
Hyderabad,Ameerpet,10-Feb-23,0,20,33.2,20.1,75.3,0,4.8
Hyderabad,Ameerpet,11-Feb-23,0,20.3,33.3,15.3,53.5,0,34.5
Hyderabad,Ameerpet,12-Feb-23,0,21.1,34.8,15.2,54.5,0,24.8
Hyderabad,Ameerpet,13-Feb-23,0,19.4,34.9,21.4,45.8,0,0.2
Hyderabad,Ameerpet,14-Feb-23,0,18.4,32,16,38.2,0,6.6
Hyderabad,Ameerpet,15-Feb-23,0,19.7,32.5,13.9,39.2,0,31
Hyderabad,Ameerpet,16-Feb-23,0,20.6,32.8,13.9,45.5,0,29.8
Hyderabad,Ameerpet,17-Feb-23,0,21,32.7,15.9,42.9,0,14.9
Hyderabad,Ameerpet,18-Feb-23,0,20.7,34.6,22.9,62.3,0,35.1
Hyderabad,Ameerpet,19-Feb-23,0,21,32.8,23.2,90.1,0,20.5
Hyderabad,Ameerpet,20-Feb-23,0,22.1,32.2,33.6,83.1,0,21.4
Hyderabad,Ameerpet,21-Feb-23,0,21.6,36.3,26.2,65.1,0,31.7
Hyderabad,Ameerpet,22-Feb-23,0,21.6,36.5,15.1,61.7,0,38.5
Hyderabad,Ameerpet,23-Feb-23,0,22.3,34.8,18.2,45.9,0,17.9
Hyderabad,Ameerpet,24-Feb-23,0,22,33.8,23,61.7,0,17.4
Hyderabad,Ameerpet,25-Feb-23,0,22,33.2,20.9,55.1,0,12.9
Hyderabad,Ameerpet,26-Feb-23,0,21.4,36.6,13.9,46.1,0,15.7
Hyderabad,Ameerpet,27-Feb-23,0,21.9,32.9,18.3,42.1,0,22.8
Hyderabad,Ameerpet,28-Feb-23,0,22.9,33.3,16.6,54,0,13.1
Hyderabad,Asifnagar,01-Feb-23,0,21.8,30.2,33.5,80.2,0,17
Hyderabad,Asifnagar,02-Feb-23,0,20,30,30.8,69.5,0,18.5
Hyderabad,Asifnagar,03-Feb-23,0,19.4,30.4,19.8,51,0,36.9
Hyderabad,Asifnagar,04-Feb-23,0,19.2,31.8,9.8,74.7,0,65.1
Hyderabad,Asifnagar,05-Feb-23,0,20,33,12.8,65.4,0,49.6
Hyderabad,Asifnagar,06-Feb-23,0,20.5,32.9,11.5,76.5,0,18.1
Hyderabad,Asifnagar,07-Feb-23,0,21.6,32.9,16.7,80.1,0,65.1
Hyderabad,Asifnagar,08-Feb-23,0,21.8,33,25.1,83.5,0,65.1
Hyderabad,Asifnagar,09-Feb-23,0,21.9,33,18.7,80.1,0,33.2
Hyderabad,Asifnagar,10-Feb-23,0,20,33.2,10.8,80.9,0,61.5
Hyderabad,Asifnagar,11-Feb-23,0,19.4,33.2,6.3,72,0,37
Hyderabad,Asifnagar,12-Feb-23,0,20.8,34.3,5.6,72.5,0,63.5
Hyderabad,Asifnagar,13-Feb-23,0,21.2,34.4,8.8,52.1,0,48.3
Hyderabad,Asifnagar,14-Feb-23,0,18.5,32.7,6.3,66.7,0,30.5
Hyderabad,Asifnagar,15-Feb-23,0,18.7,32.8,5.5,70.7,0,48.8
Hyderabad,Asifnagar,16-Feb-23,0,19.1,33.6,5.6,72.4,0,45.3
Hyderabad,Asifnagar,17-Feb-23,0,19.9,33.2,7.4,63.1,0,31.1
Hyderabad,Asifnagar,18-Feb-23,0,20.2,33.3,9.5,72.1,0,37.1
Hyderabad,Asifnagar,19-Feb-23,0,21.2,33,14.1,86.5,0,17.4
Hyderabad,Asifnagar,20-Feb-23,0,21.1,32.9,20.5,84.7,0,52.7
Hyderabad,Asifnagar,21-Feb-23,0,21.4,33.4,14.1,74.7,0,65.1
Hyderabad,Asifnagar,22-Feb-23,0,20.9,35.2,5.7,72.1,0,62.9
Hyderabad,Asifnagar,23-Feb-23,0,21.8,35.2,9,56.5,0,65.1
Hyderabad,Asifnagar,24-Feb-23,0,21.2,35,11.6,73.5,0,31.3
Hyderabad,Asifnagar,25-Feb-23,0,21.6,34.7,9,67.6,0,29.7
Hyderabad,Asifnagar,26-Feb-23,0,21.3,35.2,5.7,58.3,0,65.1
Hyderabad,Asifnagar,27-Feb-23,0,21.8,34.8,8.8,47.1,0,65.1
Hyderabad,Asifnagar,28-Feb-23,0,22,34.8,7.6,55.5,0,19.8
Hyderabad,Bahadurpura,01-Feb-23,0,20.4,31.8,24.6,82.8,0,13.6
Hyderabad,Bahadurpura,02-Feb-23,0,18.5,31.5,26.3,74.2,0,35.2
Hyderabad,Bahadurpura,03-Feb-23,0,16.7,31.8,19.2,60.9,0,3.4
Hyderabad,Bahadurpura,04-Feb-23,0,17,31.8,11.7,78,0,2.6
Hyderabad,Bahadurpura,05-Feb-23,0,17.1,34,16.2,75.2,0,1.5
Hyderabad,Bahadurpura,06-Feb-23,0,17.7,34.1,16.3,80.4,0,2.2
Hyderabad,Bahadurpura,07-Feb-23,0,19.7,34.2,21.2,80.1,0,3.4
Hyderabad,Bahadurpura,08-Feb-23,0,20.3,34.6,21.3,85.8,0,2.9
Hyderabad,Bahadurpura,09-Feb-23,0,19.5,34.2,18.9,80.6,0,1.9
Hyderabad,Bahadurpura,10-Feb-23,0,17.8,34.3,15.5,80.1,0,65.1
Hyderabad,Bahadurpura,11-Feb-23,0,17.2,34.2,9.8,65.9,0,5.8
Hyderabad,Bahadurpura,12-Feb-23,0,18.4,34.4,9.6,65.4,0,65.1
Hyderabad,Bahadurpura,13-Feb-23,0,19.1,34.3,11.9,55.4,0,2.1
Hyderabad,Bahadurpura,14-Feb-23,0,15.7,32.9,9.2,60.8,0,65.1
Hyderabad,Bahadurpura,15-Feb-23,0,15.9,32.9,7.1,62.7,0,4.5
Hyderabad,Bahadurpura,16-Feb-23,0,16.7,34.3,8.4,71.8,0,5
Hyderabad,Bahadurpura,17-Feb-23,0,18.2,33.9,9.5,69.8,0,65.1
Hyderabad,Bahadurpura,18-Feb-23,0,18.5,34,13.4,73,0,65.1
Hyderabad,Bahadurpura,19-Feb-23,0,19.7,34,17.5,87.3,0,3.5
Hyderabad,Bahadurpura,20-Feb-23,0,19.3,33.4,20.3,83.2,0,65.1
Hyderabad,Bahadurpura,21-Feb-23,0,19.8,34.1,18.6,76.2,0,65.1
Hyderabad,Bahadurpura,22-Feb-23,0,19.4,34.8,11,65.4,0,65.1
Hyderabad,Bahadurpura,23-Feb-23,0,19.6,34.9,13,55,0,4.3
Hyderabad,Bahadurpura,24-Feb-23,0,19.6,34.4,14.7,65.4,0,53
Hyderabad,Bahadurpura,25-Feb-23,0,18.8,35.9,11.2,74.6,0,3.7
Hyderabad,Bahadurpura,26-Feb-23,0,19.7,36.7,10.9,69.5,0,65.1
Hyderabad,Bahadurpura,27-Feb-23,0,19.7,34.8,12.2,63.1,0,65.1
Hyderabad,Bahadurpura,28-Feb-23,0,20.2,34.9,11.2,69.3,0,65.1
Hyderabad,Bandlaguda,01-Feb-23,0,20.5,30.2,39.9,75.7,0,5.2
Hyderabad,Bandlaguda,02-Feb-23,0,18.6,29.6,40.5,69.5,0,7.2
Hyderabad,Bandlaguda,03-Feb-23,0,16.9,30,28.9,54.6,0,6.7
Hyderabad,Bandlaguda,04-Feb-23,0,17.7,31.1,18.9,63.2,0,3
Hyderabad,Bandlaguda,05-Feb-23,0,18.6,32.1,23.9,65.9,0,2.8
Hyderabad,Bandlaguda,06-Feb-23,0,18.8,32.5,23,71.7,0,3.3
Hyderabad,Bandlaguda,07-Feb-23,0,19.9,31.7,29.5,78.8,0,2.4
Hyderabad,Bandlaguda,08-Feb-23,0,20.5,32.2,34.6,79.7,0,2.5
Hyderabad,Bandlaguda,09-Feb-23,0,20.6,32.8,31,70.9,0,3.3
Hyderabad,Bandlaguda,10-Feb-23,0,18.7,32.9,25.3,69.3,0,4
Hyderabad,Bandlaguda,11-Feb-23,0,19.3,33,15.2,57,0,3.7
Hyderabad,Bandlaguda,12-Feb-23,0,20.7,33.2,14.4,57,0,3.3
Hyderabad,Bandlaguda,13-Feb-23,0,19.7,33.8,18.9,47.1,0,4
Hyderabad,Bandlaguda,14-Feb-23,0,17.3,32.8,13.8,63.2,0,4.3
Hyderabad,Bandlaguda,15-Feb-23,0,18.3,32.4,9.9,58.5,0,3.8
Hyderabad,Bandlaguda,16-Feb-23,0,19,33.2,12.4,55.6,0,3.6
Hyderabad,Bandlaguda,17-Feb-23,0,19.2,33,14.4,48.3,0,4.2
Hyderabad,Bandlaguda,18-Feb-23,0,19.4,32.9,18.9,61.8,0,4.8
Hyderabad,Bandlaguda,19-Feb-23,0,20.1,33.2,20.9,81.6,0,4.4
Hyderabad,Bandlaguda,20-Feb-23,0,19.2,32.1,29.8,72.6,0,4.5
Hyderabad,Bandlaguda,21-Feb-23,0,20.2,32.9,26.4,66.4,0,3.3
Hyderabad,Bandlaguda,22-Feb-23,0,20.4,34.8,18,61.3,0,3.2
Hyderabad,Bandlaguda,23-Feb-23,0,21.3,34.9,15.5,54.2,0,2.2
Hyderabad,Bandlaguda,24-Feb-23,0,20.8,34.3,21.3,65.1,0,2.3
Hyderabad,Bandlaguda,25-Feb-23,0,21.5,34,15.6,59.4,0,3.1
Hyderabad,Bandlaguda,26-Feb-23,0,20.1,34.2,15.2,52.2,0,4.1
Hyderabad,Bandlaguda,27-Feb-23,0,20.6,33.4,16.5,46.7,0,3.5
Hyderabad,Bandlaguda,28-Feb-23,0,21.2,33.6,16.5,53.7,0,3.3
Hyderabad,Charminar,01-Feb-23,0,21.1,30.8,40.7,71.1,0,5.5
Hyderabad,Charminar,02-Feb-23,0,18.8,30.1,39.6,67.7,0,7.7
Hyderabad,Charminar,03-Feb-23,0,16.6,30.5,27.6,50.5,0,6.5
Hyderabad,Charminar,04-Feb-23,0,17,31.1,17.1,65.3,0,6.2
Hyderabad,Charminar,05-Feb-23,0,18.9,32.3,24.1,61.4,0,4
Hyderabad,Charminar,06-Feb-23,0,18.8,32.1,22.1,70.8,0,4.2
Hyderabad,Charminar,07-Feb-23,0,20.2,32.8,29.6,73.4,0,5.1
Hyderabad,Charminar,08-Feb-23,0,20.8,33,32.6,77.6,0,4.1
Hyderabad,Charminar,09-Feb-23,0,20.4,33,31.1,71.4,0,2.8
Hyderabad,Charminar,10-Feb-23,0,20.2,33.3,23,68.8,0,2.8
Hyderabad,Charminar,11-Feb-23,0,20,33.5,15.9,62.1,0,3.4
Hyderabad,Charminar,12-Feb-23,0,20.1,34.1,15,60.6,0,4.1
Hyderabad,Charminar,13-Feb-23,0,19.4,33.7,19.1,48.4,0,4.5
Hyderabad,Charminar,14-Feb-23,0,16.1,32.8,15.1,59.6,0,4.4
Hyderabad,Charminar,15-Feb-23,0,17.6,32.9,11.7,63.9,0,6.1
Hyderabad,Charminar,16-Feb-23,0,19,33.5,13.1,65.3,0,6.6
Hyderabad,Charminar,17-Feb-23,0,19.7,33.6,13.8,57.9,0,7.4
Hyderabad,Charminar,18-Feb-23,0,19.5,33,19.6,62.1,0,3.8
Hyderabad,Charminar,19-Feb-23,0,20.3,33.3,23.1,76.9,0,4.6
Hyderabad,Charminar,20-Feb-23,0,20.3,32.5,28.1,75.7,0,5.3
Hyderabad,Charminar,21-Feb-23,0,20.7,33.2,26.2,65.8,0,7
Hyderabad,Charminar,22-Feb-23,0,20.8,34.7,17.7,64.4,0,5.2
Hyderabad,Charminar,23-Feb-23,0,21,35,17.8,56.4,0,6.7
Hyderabad,Charminar,24-Feb-23,0,20.9,34.6,20.4,68.5,0,4.2
Hyderabad,Charminar,25-Feb-23,0,20.9,34.4,13.5,67.9,0,6
Hyderabad,Charminar,26-Feb-23,0,20.4,34.8,15.6,62.9,0,16.7
Hyderabad,Charminar,27-Feb-23,0,21.4,34.3,17.3,60.6,0,4.6
Hyderabad,Charminar,28-Feb-23,0,21,34.1,15.7,64.5,0,5.3
Hyderabad,Golkonda,01-Feb-23,0,18.8,30.3,38.9,88.9,0,10.6
Hyderabad,Golkonda,02-Feb-23,0,17.2,30,37.7,72.7,0,9.8
Hyderabad,Golkonda,03-Feb-23,0,14,30.3,26.4,61.1,0,12
Hyderabad,Golkonda,04-Feb-23,0,14.9,30.8,14.8,76.6,0,9
Hyderabad,Golkonda,05-Feb-23,0,16.4,32.6,20.1,70.7,0,7
Hyderabad,Golkonda,06-Feb-23,0,16.6,32.9,17.3,82.7,0,12.3
Hyderabad,Golkonda,07-Feb-23,0,18.4,32.3,23.5,83.8,0,11.6
Hyderabad,Golkonda,08-Feb-23,0,19.8,32.4,31.1,87.6,0,7.5
Hyderabad,Golkonda,09-Feb-23,0,17.9,33,24.2,87.7,0,8.9
Hyderabad,Golkonda,10-Feb-23,0,16.4,32.8,15.9,82.5,0,7.5
Hyderabad,Golkonda,11-Feb-23,0,15.5,33.1,11.2,71.6,0,7.6
Hyderabad,Golkonda,12-Feb-23,0,16.7,34.6,10.7,77.1,0,7.7
Hyderabad,Golkonda,13-Feb-23,0,18.9,33.9,14.1,57.6,0,7.4
Hyderabad,Golkonda,14-Feb-23,0,14,32.8,11.2,63.1,0,10
Hyderabad,Golkonda,15-Feb-23,0,15,32.9,7.2,69.8,0,11.2
Hyderabad,Golkonda,16-Feb-23,0,16,32.9,9.9,68.4,0,9.5
Hyderabad,Golkonda,17-Feb-23,0,15.8,32.9,11.8,66.6,0,14
Hyderabad,Golkonda,18-Feb-23,0,16.4,32.7,14.6,75.9,0,9.6
Hyderabad,Golkonda,19-Feb-23,0,18.2,32.8,19.4,86.6,0,9
Hyderabad,Golkonda,20-Feb-23,0,17.9,31.7,26.3,89.1,0,10
Hyderabad,Golkonda,21-Feb-23,0,17.3,33,21.5,75.7,0,10.5
Hyderabad,Golkonda,22-Feb-23,0,17.4,34.7,10,79.2,0,12.5
Hyderabad,Golkonda,23-Feb-23,0,17.4,33.9,14.7,62.8,0,8
Hyderabad,Golkonda,24-Feb-23,0,18.2,33.8,16.8,73.5,0,9.5
Hyderabad,Golkonda,25-Feb-23,0,17.9,34,15.4,74.8,0,9.7
Hyderabad,Golkonda,26-Feb-23,0,17.3,34.5,9.4,60.4,0,10.3
Hyderabad,Golkonda,27-Feb-23,0,17.3,33.3,14.6,60.4,0,13.5
Hyderabad,Golkonda,28-Feb-23,0,18.2,33.3,13.2,68.6,0,11.8
Hyderabad,Himayatnagar,01-Feb-23,0,22.3,29.9,44,71.5,0,2.7
Hyderabad,Himayatnagar,02-Feb-23,0,20.1,29.6,40.9,69.3,0,3.1
Hyderabad,Himayatnagar,03-Feb-23,0,19.6,29.5,27.6,51.2,0,9.1
Hyderabad,Himayatnagar,04-Feb-23,0,20.2,30.3,12.4,60,0,1.6
Hyderabad,Himayatnagar,05-Feb-23,0,20.7,31.3,17,53.5,0,1.9
Hyderabad,Himayatnagar,06-Feb-23,0,20.9,31.6,15.1,65.9,0,0.7
Hyderabad,Himayatnagar,07-Feb-23,0,21.7,31.9,22.8,74.5,0,2.4
Hyderabad,Himayatnagar,08-Feb-23,0,22.2,32.7,33.6,77.5,0,8.3
Hyderabad,Himayatnagar,09-Feb-23,0,22.5,32.5,27.5,71,0,6.4
Hyderabad,Himayatnagar,10-Feb-23,0,21.4,32.6,17.2,70.2,0,3.4
Hyderabad,Himayatnagar,11-Feb-23,0,21.2,32.7,11,56.3,0,2
Hyderabad,Himayatnagar,12-Feb-23,0,22,33.8,7.8,58.6,0,8.8
Hyderabad,Himayatnagar,13-Feb-23,0,21.3,34,10.3,42.7,0,2.5
Hyderabad,Himayatnagar,14-Feb-23,0,20.6,31.9,8.9,38.7,0,7.6
Hyderabad,Himayatnagar,15-Feb-23,0,20.5,32.1,5.3,52.7,0,1.3
Hyderabad,Himayatnagar,16-Feb-23,0,21.2,32.8,6,55.6,0,7.1
Hyderabad,Himayatnagar,17-Feb-23,0,21.4,32.7,7.2,48.3,0,7.3
Hyderabad,Himayatnagar,18-Feb-23,0,21.4,32.8,12.8,63.2,0,2.6
Hyderabad,Himayatnagar,19-Feb-23,0,21.7,32.2,17.2,77.1,0,2.2
Hyderabad,Himayatnagar,20-Feb-23,0,22.3,31.3,33,70.6,0,2.7
Hyderabad,Himayatnagar,21-Feb-23,0,22.5,32.5,21.8,64.1,0,1.6
Hyderabad,Himayatnagar,22-Feb-23,0,23,33.7,9.7,57.2,0,8.5
Hyderabad,Himayatnagar,23-Feb-23,0,22.9,33.9,11.6,47.5,0,2.3
Hyderabad,Himayatnagar,24-Feb-23,0,23.1,33.3,14.7,61.3,0,2.1
Hyderabad,Himayatnagar,25-Feb-23,0,23.2,33.3,13.4,54.9,0,5.6
Hyderabad,Himayatnagar,26-Feb-23,0,23,33.3,10.3,47,0,2.5
Hyderabad,Himayatnagar,27-Feb-23,0,22.7,32.7,11,42.1,0,23.8
Hyderabad,Himayatnagar,28-Feb-23,0,23.1,32.8,9.1,52.1,0,2.6
Hyderabad,Khairatabad,01-Feb-23,0,21.5,32.5,36.5,71.9,0,55
Hyderabad,Khairatabad,02-Feb-23,0,19.5,30.6,34,64.4,0,30.3
Hyderabad,Khairatabad,03-Feb-23,0,17.7,33,25.8,50,0,26.3
Hyderabad,Khairatabad,04-Feb-23,0,18.5,32.7,17.5,52.1,0,65.1
Hyderabad,Khairatabad,05-Feb-23,0,19.3,34.2,21.7,54.2,0,49.3
Hyderabad,Khairatabad,06-Feb-23,0,19.6,33.5,20.8,63,0,37.8
Hyderabad,Khairatabad,07-Feb-23,0,20.7,34.2,24.3,73.6,0,40.1
Hyderabad,Khairatabad,08-Feb-23,0,21.2,33.3,31.7,75.4,0,43.1
Hyderabad,Khairatabad,09-Feb-23,0,21.4,34.6,25.7,67.6,0,11.6
Hyderabad,Khairatabad,10-Feb-23,0,19.8,35.6,19.6,67.3,0,52.2
Hyderabad,Khairatabad,11-Feb-23,0,19.6,34.7,14.1,55.2,0,34.5
Hyderabad,Khairatabad,12-Feb-23,0,20.3,35.9,14.2,58.7,0,45
Hyderabad,Khairatabad,13-Feb-23,0,19.7,35.1,17.2,47.2,0,29.2
Hyderabad,Khairatabad,14-Feb-23,0,17.8,33.2,15.4,42.6,0,31.3
Hyderabad,Khairatabad,15-Feb-23,0,19.6,33.3,9.2,46.7,0,48.1
Hyderabad,Khairatabad,16-Feb-23,0,20.5,34.4,12,52.1,0,29.8
Hyderabad,Khairatabad,17-Feb-23,0,20.5,34.4,15.2,47,0,40
Hyderabad,Khairatabad,18-Feb-23,0,20.4,33.9,19.9,62.3,0,50.1
Hyderabad,Khairatabad,19-Feb-23,0,20.4,34.7,22.6,80,0,20.5
Hyderabad,Khairatabad,20-Feb-23,0,21.2,34.6,28.7,73.6,0,43.3
Hyderabad,Khairatabad,21-Feb-23,0,21.3,36.2,24.8,62.3,0,48.4
Hyderabad,Khairatabad,22-Feb-23,0,21.4,37.3,14.5,59.6,0,38.5
Hyderabad,Khairatabad,23-Feb-23,0,22,36.2,18.8,48.1,0,41.5
Hyderabad,Khairatabad,24-Feb-23,0,21.8,34.9,20.4,61.4,0,41.3
Hyderabad,Khairatabad,25-Feb-23,0,21.9,35.1,18.4,56.9,0,12.9
Hyderabad,Khairatabad,26-Feb-23,0,21.2,35.6,13.3,52,0,40.4
Hyderabad,Khairatabad,27-Feb-23,0,21.9,34.5,17,42.2,0,44
Hyderabad,Khairatabad,28-Feb-23,0,22.4,34.9,17.9,53.2,0,39.1
Hyderabad,Maredpally,01-Feb-23,0,18.1,30.5,37.7,70.1,0,7.8
Hyderabad,Maredpally,02-Feb-23,0,16.1,30.6,37.1,77.8,0,64.1
Hyderabad,Maredpally,03-Feb-23,0,12.4,30.9,25,67.1,0,14.6
Hyderabad,Maredpally,04-Feb-23,0,13.5,30.3,15,76.5,0,23.3
Hyderabad,Maredpally,05-Feb-23,0,14.2,31.9,19.7,57.5,0,4.2
Hyderabad,Maredpally,06-Feb-23,0,14.7,32.3,17.4,82.9,0,8.4
Hyderabad,Maredpally,07-Feb-23,0,17,32,26.6,74.9,0,65.1
Hyderabad,Maredpally,08-Feb-23,0,18,32.2,28.6,75.5,0,5.1
Hyderabad,Maredpally,09-Feb-23,0,16.8,32.6,24.8,71.3,0,60.7
Hyderabad,Maredpally,10-Feb-23,0,14.4,32.9,17.7,81.2,0,4
Hyderabad,Maredpally,11-Feb-23,0,14.1,33,12.1,61.6,0,6.3
Hyderabad,Maredpally,12-Feb-23,0,15.9,33.8,10.9,63.2,0,4.5
Hyderabad,Maredpally,13-Feb-23,0,13.9,33.8,13.2,49.4,0,10.5
Hyderabad,Maredpally,14-Feb-23,0,12,32.5,11.2,60.3,0,10.1
Hyderabad,Maredpally,15-Feb-23,0,12.9,32.6,7.3,63.6,0,7.1
Hyderabad,Maredpally,16-Feb-23,0,13.9,32.9,8.8,59.3,0,8.2
Hyderabad,Maredpally,17-Feb-23,0,14.8,33.2,11.2,59.3,0,8.4
Hyderabad,Maredpally,18-Feb-23,0,15.1,32.7,14.5,62,0,6.5
Hyderabad,Maredpally,19-Feb-23,0,17.1,32.6,20.1,78.4,0,6.8
Hyderabad,Maredpally,20-Feb-23,0,16.7,31.5,31.4,74.9,0,11.4
Hyderabad,Maredpally,21-Feb-23,0,16.7,32.8,24,68.1,0,4.6
Hyderabad,Maredpally,22-Feb-23,0,16.3,34.1,10.8,63.8,0,7.3
Hyderabad,Maredpally,23-Feb-23,0,16.2,33.8,14.7,54.2,0,6.6
Hyderabad,Maredpally,24-Feb-23,0,16.7,33.9,17.4,63.1,0,5.7
Hyderabad,Maredpally,25-Feb-23,0,16,33.6,12.7,76.2,0,8.5
Hyderabad,Maredpally,26-Feb-23,0,15.8,33.8,8.8,66.8,0,6.7
Hyderabad,Maredpally,27-Feb-23,0,16.1,32.9,13.4,45.1,0,8.4
Hyderabad,Maredpally,28-Feb-23,0,17.4,33,14.7,68.6,0,6.9
Hyderabad,Musheerabad,01-Feb-23,0,21.8,30.1,39.6,78.4,0,5.8
Hyderabad,Musheerabad,02-Feb-23,0,20,30.1,37.8,74.4,0,4.7
Hyderabad,Musheerabad,03-Feb-23,0,18.1,30.6,29.9,63.6,0,3.8
Hyderabad,Musheerabad,04-Feb-23,0,19.7,31.1,13.5,62.6,0,4.2
Hyderabad,Musheerabad,05-Feb-23,0,19.6,31.8,16.3,59.2,0,1.9
Hyderabad,Musheerabad,06-Feb-23,0,18.4,32.6,15.7,68.4,0,5.4
Hyderabad,Musheerabad,07-Feb-23,0,21.1,32,28.7,76.8,0,3.4
Hyderabad,Musheerabad,08-Feb-23,0,21.5,32.6,33.8,84.1,0,4.4
Hyderabad,Musheerabad,09-Feb-23,0,22.2,32.7,28,76.4,0,3.2
Hyderabad,Musheerabad,10-Feb-23,0,20.7,33,16.3,75.6,0,4
Hyderabad,Musheerabad,11-Feb-23,0,20.8,32.7,10.4,68.4,0,3.2
Hyderabad,Musheerabad,12-Feb-23,0,21.8,34,9.2,68,0,3.1
Hyderabad,Musheerabad,13-Feb-23,0,18,33.3,12.3,48.8,0,4
Hyderabad,Musheerabad,14-Feb-23,0,19,32.7,9,42.4,0,4.1
Hyderabad,Musheerabad,15-Feb-23,0,15.9,32.7,6.2,49,0,5.1
Hyderabad,Musheerabad,16-Feb-23,0,20.8,33,8,51.9,0,8.2
Hyderabad,Musheerabad,17-Feb-23,0,18.5,33,9.8,50.3,0,4
Hyderabad,Musheerabad,18-Feb-23,0,21.2,32.9,13.3,65.5,0,4.2
Hyderabad,Musheerabad,19-Feb-23,0,21.4,32.8,18.7,83.3,0,4.2
Hyderabad,Musheerabad,20-Feb-23,0,21.9,31.3,33.3,79.2,0,7.5
Hyderabad,Musheerabad,21-Feb-23,0,22.3,32.9,27.7,69.9,0,3.5
Hyderabad,Musheerabad,22-Feb-23,0,22.5,34.5,10.5,66.3,0,3.4
Hyderabad,Musheerabad,23-Feb-23,0,22.6,34.5,13.3,52.3,0,2.4
Hyderabad,Musheerabad,24-Feb-23,0,22.5,33.4,16.9,63,0,4.6
Hyderabad,Musheerabad,25-Feb-23,0,22.7,33.2,13.3,60.9,0,5.3
Hyderabad,Musheerabad,26-Feb-23,0,22.5,34.3,9.2,56.2,0,3.9
Hyderabad,Musheerabad,27-Feb-23,0,22,33,13.3,46.4,0,5.1
Hyderabad,Musheerabad,28-Feb-23,0,22.3,33,13.3,52.9,0,5.5
Hyderabad,Nampally,01-Feb-23,0,21.2,31.9,38.8,73.1,0,10.2
Hyderabad,Nampally,02-Feb-23,0,19.8,30.5,38.8,64.5,0,65.1
Hyderabad,Nampally,03-Feb-23,0,18.6,31.1,28.9,52,0,32
